,go,pv,k,n,N,genes
6,GO_HISTONE_METHYLATION,0.001439811501112511,22,54,1656,ARID4A;ARID4B;CHTOP;DNMT3B;EZH1;FBLL1;KDM3A;KMT5B;KMT5C;MTF2;NSD3;OGT;PAXBP1;PRDM2;PRDM7;RIF1;SATB1;SETD5;SETD6;SETDB1;SETDB2;TET2
97,GO_MICROTUBULE_BASED_TRANSPORT,0.001561531993927606,29,78,1656,ADCY10;BICD1;BICDL2;DNAAF1;DNAH1;DST;DYNC2LI1;IFT122;IFT27;IFT80;IFT81;KIF27;KIF3A;MAPK8IP3;NPHP3;OFD1;PCM1;RABL2B;RFX3;RPGR;SPG7;STK36;SUN1;TRIP11;TTC21A;TTC21B;TUB;WDR19;WDR60
53,GO_PHOTORECEPTOR_CONNECTING_CILIUM,0.0015993780528711732,9,15,1656,BBS4;CEP290;IFT122;IQCB1;NPHP1;PDZD7;USH2A;WDR19;WHRN
36,GO_SPERMATID_DIFFERENTIATION,0.0018174342053132383,19,45,1656,ARMC2;BBS4;CATSPER2;CATSPER4;CFAP44;DNAH1;DPY19L2;FSCN3;H1-7;ICA1L;KDM3A;NPHP1;ROPN1B;SPEM1;SYCP3;TSSK4;TTC21A;TXNDC8;YTHDC2
63,GO_TASTE_RECEPTOR_ACTIVITY,0.002074795431231138,6,8,1656,TAS2R10;TAS2R14;TAS2R20;TAS2R4;TAS2R43;TAS2R5
46,GO_MICROTUBULE_CYTOSKELETON,0.00208069326781651,132,481,1656,ADCY10;AHI1;AKAP9;ANKRD26;APPBP2;ATAT1;ATM;BBS4;BBS5;BICD1;BOD1L1;BORA;C2CD5;CAMK2B;CAPRIN2;CCDC116;CCDC14;CCDC15;CCDC66;CCDC68;CCNE2;CCP110;CDC16;CDK10;CDK5RAP3;CENPJ;CEP120;CEP128;CEP135;CEP152;CEP162;CEP164;CEP192;CEP290;CEP295;CEP44;CEP57L1;CEP72;CEP78;CEP83;CEP85L;CEP95;CNTRL;CSPP1;DCDC2C;DNAAF1;DNAH1;DNAH17;DNALI1;DNHD1;DST;DYNC2LI1;DZIP1L;EML6;EVI5;EYA3;FBF1;HAUS3;HAUS5;HMBOX1;HOOK2;HYPK;IFT122;IFT27;IFT80;IFT81;INTU;IQCB1;KATNBL1;KIAA0586;KIAA0753;KIF27;KIF3A;KIZ;KLC1;LRRC7;MACF1;MDM1;MICALL2;MKS1;MPHOSPH9;NEIL1;NEURL4;ODF2L;OFD1;ORC2;PATJ;PCM1;PKN2;PLA2G6;PPP1R12A;PRKAR2B;RABL2B;RAPGEF6;RAPSN;RBBP6;RBM39;RIF1;RMDN1;RPGR;SASS6;SCLT1;SFI1;SLF1;SPDL1;SPPL2B;STARD9;TAF1D;TAPT1;TCHP;TCTE3;TFDP2;TOGARAM1;TPPP;TPPP3;TTBK2;TTLL3;TTLL7;TUBB1;TUBE1;TUBGCP4;TUBGCP5;TUBGCP6;UPF3B;USH2A;WDR11;WDR60;WDR73;WDR90;WHRN;ZBTB49;ZNF397
0,GO_MEIOTIC_CHROMOSOME_SEGREGATION,0.0021747941457900114,16,36,1656,AGO4;ATM;C14orf39;CCNE2;CENPC;FANCM;HFM1;MLH3;MRE11;MSH4;RNF212B;SHOC1;SMC4;SUN1;SYCE2;SYCP2
38,GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY,0.0022647923327464925,15,33,1656,CELF1;CELF4;DDX39B;KHDC4;LUC7L;LUC7L2;LUC7L3;PRPF39;PTBP2;RBM5;SF3B1;SFSWAP;SRSF10;SRSF5;YTHDC1
26,GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,0.002298179849273197,12,24,1656,AGO4;ATM;C14orf39;CCNE2;MLH3;MRE11;MSH4;RNF212B;SMC4;SUN1;SYCE2;SYCP2
52,GO_SPERM_PRINCIPAL_PIECE,0.002331321441627851,4,4,1656,AKAP4;CATSPER4;IFT27;IFT81
70,GO_PROTEIN_DESUMOYLATION,0.002331321441627851,4,4,1656,SENP5;SENP6;SENP7;USPL1
87,GO_INTRACILIARY_TRANSPORT_PARTICLE_A,0.002331321441627851,4,4,1656,IFT122;TTC21A;TTC21B;WDR19
88,GO_CILIARY_TRANSITION_FIBER,0.002331321441627851,4,4,1656,CEP164;CEP83;FBF1;SCLT1
96,GO_EXTRACELLULAR_TRANSPORT,0.0023681145712653685,8,13,1656,ADCY10;DNAAF1;DNAH1;KIF27;NPHP3;OFD1;RFX3;STK36
66,GO_TITIN_BINDING,0.002508789402316652,5,6,1656,ANKRD23;CAPN3;MYBPC3;OBSCN;TCAP
69,GO_PROTEIN_METHYLATION,0.002715056967466342,26,70,1656,ARID4A;ARID4B;CHTOP;DNMT3B;ETFBKMT;EZH1;FBLL1;KDM3A;KMT5B;KMT5C;MTF2;NDUFAF7;NSD3;OGT;PAXBP1;PRDM2;PRDM7;RIF1;SATB1;SETD4;SETD5;SETD6;SETDB1;SETDB2;TET2;VCPKMT
65,GO_MOTOR_ACTIVITY,0.0028672139994857814,17,40,1656,APPBP2;BBS4;DNAH1;DNAH17;DNALI1;DNHD1;DYNC2LI1;KIF27;KIF3A;KLC1;MYH3;MYH7B;MYO15A;MYO7B;STARD9;TCTE3;WDR60
42,GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.0029244030130052053,39,117,1656,AEBP2;AGO3;AGO4;ARID4A;ARID4B;ATAD2B;CELF1;CREBZF;DGCR8;DNMT3B;EPC1;ERCC6;EZH1;FMR1;GLMN;H1-6;H1-7;H3C6;H4-16;HELZ;METTL3;MPHOSPH8;MTF2;NRDE2;PABPC1L;PCGF3;POU5F1;RIF1;SETDB1;SF3B1;TAF1C;TAF1D;TNRC6A;TNRC6B;TNRC6C;TUT4;UBR2;YTHDC1;ZC3H7A
64,GO_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY,0.00294653692462066,9,16,1656,EZH1;KMT5B;KMT5C;NSD3;PRDM2;PRDM7;SETD5;SETDB1;SETDB2
24,GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,0.0030810527645058006,40,121,1656,AGO4;AMH;ARMC2;ATM;BBS4;BTBD18;C14orf39;CATSPER2;CATSPER4;CELF1;CELF4;CFAP44;DNAH1;DPY19L2;FSCN3;GDF9;H1-7;ICA1L;IZUMO1;KDM3A;MARF1;MLH3;MYBL1;NPHP1;PABPC1L;ROPN1B;SPDYA;SPEM1;SPIRE2;SYCP2;SYCP3;TIAL1;TSSK4;TTC21A;TUT4;TXNDC8;UBR2;WEE2;YTHDC2;ZNF449
43,GO_SYNAPSIS,0.0033079252992045624,10,19,1656,AGO4;C14orf39;CCNE2;MLH3;MRE11;MSH4;RNF212B;SUN1;SYCE2;SYCP2
40,GO_CENTROSOME_DUPLICATION,0.003502381674566748,13,28,1656,CCP110;CENPJ;CEP120;CEP135;CEP152;CEP192;CEP295;CEP72;CHORDC1;KIAA0753;MDM1;SASS6;XRCC3
90,GO_NON_MOTILE_CILIUM,0.003588062872735878,21,54,1656,AHI1;ARL13A;ARR3;BBS4;CCDC66;CEP290;CFAP69;DRD2;ELMOD3;GUCA1B;IFT122;IQCB1;NPHP1;PCDH15;PDZD7;PPEF2;RHO;RPGR;USH2A;WDR19;WHRN
2,GO_SENSORY_PERCEPTION,0.003857294140968515,66,222,1656,ARR3;BBS4;BBS5;CABP4;CACNB2;CCDC66;CFAP69;CHRNA10;CHRNB2;COL11A2;COL4A3;CRYBA2;CRYBB3;CRYGS;DRD2;EYA3;GPR179;GRM6;GUCA1B;HSF4;IMPG1;IMPG2;LCTL;LRIG2;LRIT3;MC1R;MYO15A;NR2E3;OBP2A;OR10AD1;OR1J2;OR2G2;OR2V1;OR51B5;OR51Q1;OR52B6;OR52I2;OR5C1;OR5K2;OR5P3;OR6B1;OTOG;PCDH15;PDE6C;PDZD7;PJVK;PPEF2;PRR4;RHO;RIMS1;RPGR;SCNN1D;SLC26A4;SLC26A5;SLC45A2;TAS2R10;TAS2R14;TAS2R20;TAS2R4;TAS2R43;TAS2R5;TUB;TYR;USH2A;VIP;WHRN
80,GO_HISTONE_H3_K9_METHYLATION,0.004466559386139132,8,14,1656,ARID4A;ARID4B;DNMT3B;KDM3A;RIF1;SETD5;SETDB1;SETDB2
95,GO_MRNA_PROCESSING,0.0050092281733177604,72,248,1656,ACIN1;AKAP17A;CCAR1;CDK11A;CELF1;CELF4;CHTOP;CLASRP;CWC25;CWF19L2;DDX17;DDX39B;DDX47;ELAVL2;FMR1;HNRNPA1L2;HNRNPH1;HNRNPH3;KHDC4;KIN;LSM8;LUC7L;LUC7L2;LUC7L3;METTL14;METTL3;NCBP3;PABPC1L;PABPN1;PAN2;PAN3;PNN;PPWD1;PRKRIP1;PRPF3;PRPF38B;PRPF39;PRPF40B;PRPF4B;PTBP2;RBBP6;RBM17;RBM20;RBM25;RBM26;RBM39;RBM5;RNPC3;SF3B1;SFSWAP;SLTM;SNRNP48;SNRNP70;SREK1;SRSF10;SRSF11;SRSF5;SUGP2;TENT2;TENT4A;THOC1;THOC2;TIA1;TRA2A;U2SURP;UPF3B;USP49;YTHDC1;ZC3H11A;ZCCHC8;ZNF326;ZRANB2
37,GO_PEPTIDYL_LYSINE_TRIMETHYLATION,0.005050363473928743,9,17,1656,ARID4A;ARID4B;ETFBKMT;KMT5B;KMT5C;NSD3;OGT;TET2;VCPKMT
12,GO_HISTONE_H3_K9_MODIFICATION,0.005050363473928743,9,17,1656,ARID4A;ARID4B;DNMT3B;KDM3A;RIF1;SETD5;SETDB1;SETDB2;ZNF451
9,GO_MICROTUBULE_NUCLEATION,0.005065796940913865,6,9,1656,AKAP9;CENPJ;CEP192;TUBGCP4;TUBGCP5;TUBGCP6
19,GO_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT,0.005065796940913865,6,9,1656,ATM;CDK5RAP3;DONSON;MRE11;MRNIP;RINT1
60,GO_CENTRIOLAR_SATELLITE,0.005248886480208505,17,42,1656,BBS4;BBS5;C2CD5;CCDC14;CCDC66;CEP290;CEP72;KIAA0753;ODF2L;OFD1;PATJ;PCM1;PLA2G6;RBM39;SASS6;TAF1D;UPF3B
44,GO_CONDENSED_NUCLEAR_CHROMOSOME,0.005248886480208505,17,42,1656,AGO3;C14orf39;CENPC;KMT5B;KMT5C;MLH3;MSH4;RAD9A;RNF212B;SHOC1;SMC1B;SS18L1;SYCE2;SYCP2;SYCP2L;SYCP3;TTN
55,GO_PHOTORECEPTOR_INNER_SEGMENT,0.005326345235727222,10,20,1656,ARR3;BBS4;CCDC66;GUCA1B;KIAA0586;PDZD7;PPEF2;RHO;USH2A;WHRN
21,GO_CHROMATIN_ORGANIZATION,0.005603599405662393,79,277,1656,ACTL6B;AEBP2;ARID4A;ARID4B;ASXL1;ATAD2B;ATM;BAZ2B;BPTF;BRD8;BRWD1;CECR2;CENPC;CENPT;CHD2;CHTOP;DNMT3B;EPC1;ERCC6;EYA3;EZH1;FBLL1;FMR1;GATAD1;H1-6;H1-7;H2BC15;H2BC18;H2BC8;H3-4;H3C6;H4-16;HMGN5;HSF4;ING5;INO80E;JAK2;KANSL1;KANSL1L;KANSL3;KDM3A;KMT5B;KMT5C;L3MBTL1;MBTD1;MPHOSPH8;MTF2;MYSM1;NASP;NRDE2;NSD3;OGT;PABPC1L;PAXBP1;PCGF3;PHF10;PHF21A;PRDM2;PRDM7;PWWP3A;RIF1;RNF168;SATB1;SETD5;SETD6;SETDB1;SETDB2;SS18L1;SUDS3;SUPT7L;SYCP3;TAF1;TAF5;TAL1;TET2;UBR2;USP49;VEGFA;ZNF451
99,GO_TRANSCRIPTION_REGULATOR_ACTIVITY,0.006480085046715442,162,621,1656,ACTL6B;AEBP2;ASCL3;ASXL1;BRD8;BTAF1;CARF;CASP8AP2;CBFA2T2;CCAR1;CENPJ;CENPT;CGGBP1;CRAMP1;CREBZF;DDX17;DMTF1;DNMT3B;EN2;EZH1;FOXD4L4;FOXP1;GATAD1;GLI4;GOLGB1;GON4L;GPBP1;GPS2;HINFP;HMBOX1;HSF4;IRF3;IRF9;JMY;KDM3A;KLF8;L3MBTL1;LCOR;LHX4;LPIN3;MED23;MED24;MEIS1;MTF2;MXD3;MYBL1;MYEF2;MYSM1;MZF1;N4BP2L2;NAB1;NANOGP8;NFYB;NKX1-2;NR2C1;NR2C2;NR2E3;NSD3;PARP15;PAXBP1;PBX4;PCGF3;PIAS2;PLAGL1;POU2F1;POU5F1;POU6F1;PRDM15;PRDM2;PRDM7;PSMC3IP;RBAK;RCOR3;RFX3;RUNX2;SATB1;SCAI;SCML1;SNAPC4;SS18L1;SUPT20H;SUPT7L;TAF1;TAF5;TAF7L;TAL1;TBR1;TBX19;TCERG1;TFAP2E;TFDP2;TRIP11;TXK;WBP2NL;ZBED5;ZBTB25;ZBTB26;ZBTB34;ZBTB37;ZBTB48;ZC3H6;ZC3H8;ZFP3;ZKSCAN8;ZMYM1;ZMYM2;ZMYM5;ZMYM6;ZNF10;ZNF117;ZNF136;ZNF160;ZNF182;ZNF197;ZNF224;ZNF23;ZNF236;ZNF26;ZNF266;ZNF280C;ZNF284;ZNF292;ZNF3;ZNF33A;ZNF37A;ZNF397;ZNF404;ZNF43;ZNF44;ZNF440;ZNF445;ZNF449;ZNF451;ZNF491;ZNF529;ZNF557;ZNF558;ZNF559;ZNF559-ZNF177;ZNF566;ZNF589;ZNF644;ZNF69;ZNF692;ZNF7;ZNF70;ZNF708;ZNF711;ZNF75A;ZNF75D;ZNF778;ZNF785;ZNF846;ZNF891;ZNF91;ZRANB2;ZSCAN18;ZSCAN21;ZSCAN29;ZSCAN30;ZSCAN9;ZXDC
78,GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,0.006588930699219152,24,67,1656,CCDC66;CHRNA10;GRM6;OR10AD1;OR1J2;OR2G2;OR2V1;OR51B5;OR51Q1;OR52B6;OR52I2;OR5C1;OR5K2;OR5P3;OR6B1;PDZD7;PPEF2;TAS2R10;TAS2R14;TAS2R20;TAS2R4;TAS2R43;TAS2R5;WHRN
56,GO_PERICENTRIOLAR_MATERIAL,0.00678368805215253,7,12,1656,BBS4;CEP152;CEP192;PCM1;RABL2B;TUBE1;WDR60
1,GO_GLUTAMATE_SECRETION,0.00678368805215253,7,12,1656,PPFIA2;PPFIA4;RIMS1;SLC1A2;STX1A;SYT1;TSPOAP1
83,GO_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER,0.0071856307637528805,5,7,1656,BBS4;BICD1;CCDC68;KIF3A;PCM1
73,GO_MIRNA_MEDIATED_INHIBITION_OF_TRANSLATION,0.0071856307637528805,5,7,1656,AGO3;AGO4;TNRC6A;TNRC6B;TNRC6C
35,GO_RETINA_HOMEOSTASIS,0.007202409468369689,13,30,1656,BBS4;CCDC66;ERCC6;IQCB1;MDM1;NPHP3;PCDH15;PRR4;RHO;TUB;USH2A;WHRN;ZG16B
7,GO_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,0.007392566078832428,23,64,1656,BBS4;CFAP69;DRD2;OBP2A;OR10AD1;OR1J2;OR2G2;OR2V1;OR51B5;OR51Q1;OR52B6;OR52I2;OR5C1;OR5K2;OR5P3;OR6B1;SCNN1D;TAS2R10;TAS2R14;TAS2R20;TAS2R4;TAS2R43;TAS2R5
29,GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,0.007444503614318149,21,57,1656,BBS4;CCP110;CENPJ;CEP120;CEP135;CEP152;CEP192;CEP295;CEP72;CHORDC1;GCC2;HAUS3;HAUS5;KIAA0753;KIF3A;MDM1;PCM1;PPP1R12A;SASS6;TUBE1;XRCC3
91,GO_9PLUS0_NON_MOTILE_CILIUM,0.007636227522358924,16,40,1656,ARR3;BBS4;CCDC66;CEP290;GUCA1B;IFT122;IQCB1;NPHP1;PCDH15;PDZD7;PPEF2;RHO;RPGR;USH2A;WDR19;WHRN
92,GO_SYNAPTONEMAL_STRUCTURE,0.007743338052847907,8,15,1656,C14orf39;MLH3;MSH4;RNF212B;SMC1B;SYCE2;SYCP2;SYCP3
39,GO_GERM_CELL_DEVELOPMENT,0.007950090535496918,29,86,1656,AMH;ARMC2;ATM;BBS4;C14orf39;CATSPER2;CATSPER4;CELF1;CELF4;CFAP44;DNAH1;DPY19L2;FSCN3;GDF9;H1-7;ICA1L;KDM3A;MARF1;PABPC1L;ROPN1B;SPEM1;SYCP3;TIAL1;TSSK4;TTC21A;TUT4;TXNDC8;WEE2;YTHDC2
61,GO_MICROTUBULE_MOTOR_ACTIVITY,0.007990381059955889,11,24,1656,APPBP2;BBS4;DNAH1;DNAH17;DNHD1;DYNC2LI1;KIF27;KIF3A;KLC1;STARD9;WDR60
85,GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER,0.008153216758344024,9,18,1656,BBS4;BICD1;CCDC14;CEP192;CEP72;CEP83;GOLGB1;KIAA0753;PCM1
14,GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION,0.008153216758344024,9,18,1656,AGTPBP1;BBS4;CABP4;CCDC66;CEP290;NR2E3;PDE6C;RDH13;VEGFA
28,GO_PHOTORECEPTOR_CELL_DIFFERENTIATION,0.008191968485839347,10,21,1656,AGTPBP1;AHI1;BBS4;CABP4;CCDC66;CEP290;NR2E3;PDE6C;RDH13;VEGFA
25,GO_DNA_RECOMBINATION,0.009256768928612677,41,132,1656,ATAD5;ATM;C11orf80;C14orf39;CNTD1;DCLRE1C;ERCC6;FAN1;FANCM;H1-6;H1-7;HFM1;IL7R;INO80D;INO80E;KIN;MCM8;MLH3;MMS22L;MRE11;MRNIP;MSH4;MSH5;NFRKB;NSMCE4A;PIF1;POLM;POLN;PRDM7;PSMC3IP;RAD52;RAD54B;RADX;RECQL5;RIF1;RNF168;SHOC1;SMC5;THOC1;UBR2;XRCC3
94,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_MINUS_END_DIRECTED,0.009609925650289454,4,5,1656,DNAH1;DNAH17;DNHD1;DYNC2LI1
48,GO_NUCLEAR_INCLUSION_BODY,0.009609925650289454,4,5,1656,ATXN3;NXF1;PABPN1;SLF1
47,GO_INFLAMMASOME_COMPLEX,0.009609925650289454,4,5,1656,CARD8;CASP12;NLRP1;NLRP9
72,GO_HISTONE_H4_K20_TRIMETHYLATION,0.009609925650289454,4,5,1656,ARID4A;ARID4B;KMT5B;KMT5C
81,GO_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY,0.009609925650289454,4,5,1656,DNAAF1;NPHP3;OFD1;RFX3
79,GO_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER,0.009609925650289454,4,5,1656,CEP192;TUBGCP4;TUBGCP5;TUBGCP6
68,GO_LIPID_HYDROXYLATION,0.009609925650289454,4,5,1656,CYP2C8;CYP2E1;CYP3A4;CYP4A22
71,GO_HISTONE_H4_K20_METHYLATION,0.009609925650289454,4,5,1656,ARID4A;ARID4B;KMT5B;KMT5C
98,GO_SODIUM_PROTON_ANTIPORTER_ACTIVITY,0.009609925650289454,4,5,1656,SLC9A3;SLC9A5;SLC9C1;SLC9C2
30,GO_MULTI_ORGANISM_REPRODUCTIVE_PROCESS,0.009906928763032478,93,340,1656,ACSBG2;ADAM20;ADAM29;ADCY10;AGO4;AKAP4;AMH;ARID4A;ARID4B;ARMC2;ATAT1;ATM;BBS4;BTBD18;C14orf39;CATSPER2;CATSPER4;CELF1;CELF4;CFAP44;CFAP69;CGB7;CNTD1;CTSV;DNAH1;DPY19L2;FANCL;FSCN3;GAS2;GDF9;GLIPR1L1;GNRH1;H1-6;H1-7;HERC4;ICA1L;IFT27;IFT81;INSL3;IZUMO1;KDM3A;LNPEP;MARF1;MCM8;METTL14;METTL3;MLH3;MSH4;MTNR1A;MYBL1;NKAPL;NPAP1;NPHP1;NPPA;NR2C2;OVGP1;PABPC1L;PARP11;PLA2G6;PLCD4;PMCH;PMFBP1;PRSS37;PSG3;PSG5;RIMS1;RNF151;ROPN1B;SLC9C1;SPATA16;SPATA25;SPDYA;SPEF2;SPEM1;SPIRE2;STX2;SUN1;SYCP2;SYCP3;TAF7L;TBATA;TIAL1;TSSK3;TSSK4;TTC21A;TUT4;TXNDC8;UBR2;VIP;WBP2NL;WEE2;YTHDC2;ZNF449
